Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
innexin inx2 [Dendroctonus ponderosae],Dendroctonus ponderosae,310,310,8%,1e-89,45.45,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019765924.1?report=genbank&log$=prottop&blast_rank=25&RID=3277CM8C013"",""XP_019765924.1"")"
hypothetical protein YQE_09601 [Dendroctonus ponderosae],Dendroctonus ponderosae,311,311,8%,1e-89,45.61,398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENN73823.1?report=genbank&log$=prottop&blast_rank=26&RID=3277CM8C013"",""ENN73823.1"")"
unnamed protein product [Brassicogethes aeneus],Brassicogethes aeneus,310,310,8%,1e-89,45.66,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH0558703.1?report=genbank&log$=prottop&blast_rank=27&RID=3277CM8C013"",""CAH0558703.1"")"
innexin inx2 [Thrips palmi],Thrips palmi,310,310,8%,2e-89,43.42,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034247977.1?report=genbank&log$=prottop&blast_rank=28&RID=3277CM8C013"",""XP_034247977.1"")"
innexin inx2 [Ischnura elegans],Ischnura elegans,309,309,8%,2e-89,44.66,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046399473.1?report=genbank&log$=prottop&blast_rank=29&RID=3277CM8C013"",""XP_046399473.1"")"
hypothetical protein HUJ05_002402 [Dendroctonus ponderosae],Dendroctonus ponderosae,312,312,8%,4e-89,45.61,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH1029103.1?report=genbank&log$=prottop&blast_rank=30&RID=3277CM8C013"",""KAH1029103.1"")"
innexin inx2 [Diorhabda sublineata],Diorhabda sublineata,308,308,8%,6e-89,45.38,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_056638224.1?report=genbank&log$=prottop&blast_rank=31&RID=3277CM8C013"",""XP_056638224.1"")"
innexin inx2 [Coccinella septempunctata],Coccinella septempunctata,308,308,8%,7e-89,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044761574.1?report=genbank&log$=prottop&blast_rank=32&RID=3277CM8C013"",""XP_044761574.1"")"
unnamed protein product [Acanthoscelides obtectus],Acanthoscelides obtectus,307,307,8%,9e-89,44.82,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1990867.1?report=genbank&log$=prottop&blast_rank=33&RID=3277CM8C013"",""CAH1990867.1"")"
innexin inx2 [Agrilus planipennis],Agrilus planipennis,306,306,8%,1e-88,45.33,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018329359.1?report=genbank&log$=prottop&blast_rank=34&RID=3277CM8C013"",""XP_018329359.1"")"
innexin inx2 [Anoplophora glabripennis],Anoplophora glabripennis,306,306,8%,2e-88,44.41,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018562345.1?report=genbank&log$=prottop&blast_rank=35&RID=3277CM8C013"",""XP_018562345.1"")"
innexin inx2 [Anthonomus grandis grandis],Anthonomus grandis grandis,306,306,8%,2e-88,44.26,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050296269.1?report=genbank&log$=prottop&blast_rank=36&RID=3277CM8C013"",""XP_050296269.1"")"
hypothetical protein NQ314_015476 [Rhamnusium bicolor],Rhamnusium bicolor,306,306,8%,2e-88,44.69,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8931589.1?report=genbank&log$=prottop&blast_rank=37&RID=3277CM8C013"",""KAJ8931589.1"")"
innexin inx2 [Cylas formicarius],Cylas formicarius,306,306,8%,4e-88,45.25,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_060524988.1?report=genbank&log$=prottop&blast_rank=38&RID=3277CM8C013"",""XP_060524988.1"")"
Vinx1 [Hyposoter didymator ichnovirus],Hyposoter didymator ichnovirus,306,306,8%,4e-88,43.01,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AIK25668.1?report=genbank&log$=prottop&blast_rank=39&RID=3277CM8C013"",""AIK25668.1"")"
uncharacterized protein LOC122409589 [Venturia canescens],Venturia canescens,298,298,4%,4e-88,82.98,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043273206.1?report=genbank&log$=prottop&blast_rank=40&RID=3277CM8C013"",""XP_043273206.1"")"
hypothetical protein ONE63_007623 [Megalurothrips usitatus],Megalurothrips usitatus,305,305,8%,7e-88,43.14,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ1527662.1?report=genbank&log$=prottop&blast_rank=41&RID=3277CM8C013"",""KAJ1527662.1"")"
innexin inx2 [Frankliniella occidentalis],Frankliniella occidentalis,305,305,8%,8e-88,42.86,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026281893.1?report=genbank&log$=prottop&blast_rank=42&RID=3277CM8C013"",""XP_026281893.1"")"
innexin inx2 [Leptinotarsa decemlineata],Leptinotarsa decemlineata,304,304,8%,9e-88,44.26,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023017235.1?report=genbank&log$=prottop&blast_rank=43&RID=3277CM8C013"",""XP_023017235.1"")"
unnamed protein product [Phyllotreta striolata],Phyllotreta striolata,304,304,8%,1e-87,44.97,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9858463.1?report=genbank&log$=prottop&blast_rank=44&RID=3277CM8C013"",""CAG9858463.1"")"
innexin inx2 [Zootermopsis nevadensis],Zootermopsis nevadensis,304,304,8%,1e-87,43.54,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_021934425.1?report=genbank&log$=prottop&blast_rank=45&RID=3277CM8C013"",""XP_021934425.1"")"
hypothetical protein YQE_05675 [Dendroctonus ponderosae],Dendroctonus ponderosae,304,304,8%,1e-87,45.45,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENN77848.1?report=genbank&log$=prottop&blast_rank=46&RID=3277CM8C013"",""ENN77848.1"")"
unnamed protein product [Callosobruchus maculatus],Callosobruchus maculatus,304,304,8%,2e-87,44.41,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VEN52271.1?report=genbank&log$=prottop&blast_rank=47&RID=3277CM8C013"",""VEN52271.1"")"
Innexin inx2 [Frankliniella fusca],Frankliniella fusca,304,304,8%,2e-87,42.86,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3928519.1?report=genbank&log$=prottop&blast_rank=48&RID=3277CM8C013"",""KAK3928519.1"")"
unnamed protein product [Psylliodes chrysocephala],Psylliodes chrysocephala,303,303,8%,2e-87,43.85,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1111012.1?report=genbank&log$=prottop&blast_rank=49&RID=3277CM8C013"",""CAH1111012.1"")"
b7.1 [Ichnoviriform fugitivi],Ichnoviriform fugitivi,299,299,5%,2e-87,76.45,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/YP_001031227.1?report=genbank&log$=prottop&blast_rank=50&RID=3277CM8C013"",""YP_001031227.1"")"
hypothetical protein Cfor_10673 [Coptotermes formosanus],Coptotermes formosanus,303,303,8%,2e-87,43.26,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GFG30828.1?report=genbank&log$=prottop&blast_rank=51&RID=3277CM8C013"",""GFG30828.1"")"
innexin inx2 [Cryptotermes secundus],Cryptotermes secundus,303,303,8%,2e-87,43.54,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023724869.1?report=genbank&log$=prottop&blast_rank=52&RID=3277CM8C013"",""XP_023724869.1"")"
hypothetical protein NQ315_008475 [Exocentrus adspersus],Exocentrus adspersus,303,303,8%,3e-87,43.85,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8921843.1?report=genbank&log$=prottop&blast_rank=53&RID=3277CM8C013"",""KAJ8921843.1"")"
innexin inx2 [Homalodisca vitripennis],Homalodisca vitripennis,303,303,8%,3e-87,43.85,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046669237.1?report=genbank&log$=prottop&blast_rank=54&RID=3277CM8C013"",""XP_046669237.1"")"
hypothetical protein NQ318_012007 [Aromia moschata],Aromia moschata,303,303,8%,3e-87,43.85,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8947241.1?report=genbank&log$=prottop&blast_rank=55&RID=3277CM8C013"",""KAJ8947241.1"")"
hypothetical protein QYM36_008276 [Artemia franciscana],Artemia franciscana,303,303,8%,4e-87,45.33,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2727731.1?report=genbank&log$=prottop&blast_rank=56&RID=3277CM8C013"",""KAK2727731.1"")"
innexin inx2 [Sitophilus oryzae],Sitophilus oryzae,303,303,8%,4e-87,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030752427.1?report=genbank&log$=prottop&blast_rank=57&RID=3277CM8C013"",""XP_030752427.1"")"
hypothetical protein M8J75_003684 [Diaphorina citri],Diaphorina citri,302,302,8%,4e-87,42.86,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI5699481.1?report=genbank&log$=prottop&blast_rank=58&RID=3277CM8C013"",""KAI5699481.1"")"
unnamed protein product [Nezara viridula],Nezara viridula,303,303,8%,4e-87,44.35,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1402939.1?report=genbank&log$=prottop&blast_rank=59&RID=3277CM8C013"",""CAH1402939.1"")"
unnamed protein product [Brenthis ino],Brenthis ino,302,302,8%,6e-87,44.92,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH0722148.1?report=genbank&log$=prottop&blast_rank=60&RID=3277CM8C013"",""CAH0722148.1"")"
hypothetical protein GWI33_022314 [Rhynchophorus ferrugineus],Rhynchophorus ferrugineus,302,302,8%,6e-87,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7284331.1?report=genbank&log$=prottop&blast_rank=61&RID=3277CM8C013"",""KAF7284331.1"")"
innexin inx2 [Aethina tumida],Aethina tumida,302,302,8%,7e-87,44.41,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019871472.1?report=genbank&log$=prottop&blast_rank=62&RID=3277CM8C013"",""XP_019871472.1"")"
viral innexin 4 [Diadegma fenestrale ichnovirus],Diadegma fenestrale ichnovirus,302,302,8%,7e-87,44.85,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULM71636.1?report=genbank&log$=prottop&blast_rank=63&RID=3277CM8C013"",""ULM71636.1"")"
hypothetical protein GE061_020086 [Apolygus lucorum],Apolygus lucorum,301,301,8%,8e-87,44.54,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6205910.1?report=genbank&log$=prottop&blast_rank=64&RID=3277CM8C013"",""KAF6205910.1"")"
innexin inx2 [Halyomorpha halys],Halyomorpha halys,301,301,8%,1e-86,44.35,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014292574.1?report=genbank&log$=prottop&blast_rank=65&RID=3277CM8C013"",""XP_014292574.1"")"
innexin inx2 [Macrosteles quadrilineatus],Macrosteles quadrilineatus,301,301,8%,1e-86,43.85,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_054270400.1?report=genbank&log$=prottop&blast_rank=66&RID=3277CM8C013"",""XP_054270400.1"")"
LOW QUALITY PROTEIN: innexin inx2 [Daphnia magna],Daphnia magna,301,301,8%,1e-86,43.91,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032777096.2?report=genbank&log$=prottop&blast_rank=67&RID=3277CM8C013"",""XP_032777096.2"")"
Vinx1 [Hyposoter didymator ichnovirus],Hyposoter didymator ichnovirus,300,300,8%,1e-86,45.25,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AIK25715.1?report=genbank&log$=prottop&blast_rank=68&RID=3277CM8C013"",""AIK25715.1"")"
hypothetical protein GHT06_008720 [Daphnia sinensis],Daphnia sinensis,301,301,8%,1e-86,44.19,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI9564979.1?report=genbank&log$=prottop&blast_rank=69&RID=3277CM8C013"",""KAI9564979.1"")"
hypothetical protein JTB14_006651 [Gonioctena quinquepunctata],Gonioctena quinquepunctata,301,301,8%,1e-86,43.30,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5896204.1?report=genbank&log$=prottop&blast_rank=70&RID=3277CM8C013"",""KAG5896204.1"")"
Vinx1 [Hyposoter didymator ichnovirus],Hyposoter didymator ichnovirus,301,301,8%,1e-86,45.45,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AIK25662.1?report=genbank&log$=prottop&blast_rank=71&RID=3277CM8C013"",""AIK25662.1"")"
viral innexin 6 [Diadegma fenestrale ichnovirus],Diadegma fenestrale ichnovirus,301,301,8%,1e-86,45.05,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULM71689.1?report=genbank&log$=prottop&blast_rank=72&RID=3277CM8C013"",""ULM71689.1"")"
innexin inx2-like [Sipha flava],Sipha flava,301,301,8%,2e-86,44.41,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_025412910.1?report=genbank&log$=prottop&blast_rank=73&RID=3277CM8C013"",""XP_025412910.1"")"
Innexin inx2 [Blattella germanica],Blattella germanica,301,301,8%,2e-86,43.42,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PSN49595.1?report=genbank&log$=prottop&blast_rank=74&RID=3277CM8C013"",""PSN49595.1"")"
Innexin domain containing protein [Asbolus verrucosus],Asbolus verrucosus,301,301,8%,2e-86,43.30,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RZC33615.1?report=genbank&log$=prottop&blast_rank=75&RID=3277CM8C013"",""RZC33615.1"")"
hypothetical protein HUJ04_011990 [Dendroctonus ponderosae],Dendroctonus ponderosae,303,303,8%,2e-86,45.40,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH1022612.1?report=genbank&log$=prottop&blast_rank=76&RID=3277CM8C013"",""KAH1022612.1"")"
innexin inx2 [Dendroctonus ponderosae],Dendroctonus ponderosae,300,300,8%,2e-86,45.17,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019758685.2?report=genbank&log$=prottop&blast_rank=77&RID=3277CM8C013"",""XP_019758685.2"")"
innexin inx2 [Danaus plexippus],Danaus plexippus,300,300,8%,2e-86,44.07,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032511244.1?report=genbank&log$=prottop&blast_rank=78&RID=3277CM8C013"",""XP_032511244.1"")"
unnamed protein product [Phaedon cochleariae],Phaedon cochleariae,300,300,8%,2e-86,44.26,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1176180.1?report=genbank&log$=prottop&blast_rank=79&RID=3277CM8C013"",""CAH1176180.1"")"
hypothetical protein RN001_004906 [Aquatica leii],Aquatica leii,300,300,8%,2e-86,44.82,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK4881587.1?report=genbank&log$=prottop&blast_rank=80&RID=3277CM8C013"",""KAK4881587.1"")"
viral innexin 4 [Diadegma fenestrale ichnovirus],Diadegma fenestrale ichnovirus,300,300,8%,2e-86,44.85,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULM71647.1?report=genbank&log$=prottop&blast_rank=81&RID=3277CM8C013"",""ULM71647.1"")"
viral innexin 4 [Diadegma fenestrale ichnovirus],Diadegma fenestrale ichnovirus,300,300,8%,2e-86,44.85,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULM71624.1?report=genbank&log$=prottop&blast_rank=82&RID=3277CM8C013"",""ULM71624.1"")"
PREDICTED: innexin inx2 isoform X1 [Bemisia tabaci],Bemisia tabaci,300,300,8%,3e-86,43.98,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018912531.1?report=genbank&log$=prottop&blast_rank=83&RID=3277CM8C013"",""XP_018912531.1"")"
unnamed protein product [Ceutorhynchus assimilis],Ceutorhynchus assimilis,300,300,8%,4e-86,43.02,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9765239.1?report=genbank&log$=prottop&blast_rank=84&RID=3277CM8C013"",""CAG9765239.1"")"
innexin 2 [Bombyx mori],Bombyx mori,300,300,8%,4e-86,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAS77384.1?report=genbank&log$=prottop&blast_rank=85&RID=3277CM8C013"",""AAS77384.1"")"
innexin 2 [Bombyx mori],Bombyx mori,300,300,8%,4e-86,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001037203.1?report=genbank&log$=prottop&blast_rank=86&RID=3277CM8C013"",""NP_001037203.1"")"
hypothetical protein R5R35_009727 [Gryllus longicercus],Gryllus longicercus,300,300,8%,4e-86,43.30,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK7871924.1?report=genbank&log$=prottop&blast_rank=87&RID=3277CM8C013"",""KAK7871924.1"")"
innexin inx2-like [Daphnia pulex],Daphnia pulex,300,300,8%,4e-86,44.19,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046445817.1?report=genbank&log$=prottop&blast_rank=88&RID=3277CM8C013"",""XP_046445817.1"")"
hypothetical protein ILUMI_24208 [Ignelater luminosus],Ignelater luminosus,299,299,8%,5e-86,44.26,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF2881960.1?report=genbank&log$=prottop&blast_rank=89&RID=3277CM8C013"",""KAF2881960.1"")"
hypothetical protein K1T71_002968 [Dendrolimus kikuchii],Dendrolimus kikuchii,299,299,8%,8e-86,44.13,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ0180883.1?report=genbank&log$=prottop&blast_rank=90&RID=3277CM8C013"",""KAJ0180883.1"")"
hypothetical protein FQA39_LY05296 [Lamprigera yunnana],Lamprigera yunnana,301,301,8%,1e-85,43.35,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5280648.1?report=genbank&log$=prottop&blast_rank=91&RID=3277CM8C013"",""KAF5280648.1"")"
innexin inx2 [Leptidea sinapis],Leptidea sinapis,298,298,8%,1e-85,43.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050663693.1?report=genbank&log$=prottop&blast_rank=92&RID=3277CM8C013"",""XP_050663693.1"")"
innexin inx2 [Hyposmocoma kahamanoa],Hyposmocoma kahamanoa,298,298,8%,1e-85,44.63,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026323493.1?report=genbank&log$=prottop&blast_rank=93&RID=3277CM8C013"",""XP_026323493.1"")"
PREDICTED: innexin inx2 [Papilio xuthus],Papilio xuthus,298,298,8%,1e-85,44.35,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013167168.1?report=genbank&log$=prottop&blast_rank=94&RID=3277CM8C013"",""XP_013167168.1"")"
Innexin inx2 [Papilio xuthus],Papilio xuthus,298,298,8%,1e-85,44.35,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KPI95361.1?report=genbank&log$=prottop&blast_rank=95&RID=3277CM8C013"",""KPI95361.1"")"
unnamed protein product [Diabrotica balteata],Diabrotica balteata,298,298,8%,2e-85,43.14,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9840087.1?report=genbank&log$=prottop&blast_rank=96&RID=3277CM8C013"",""CAG9840087.1"")"
innexin inx2 [Bicyclus anynana],Bicyclus anynana,298,298,8%,2e-85,44.07,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023952004.1?report=genbank&log$=prottop&blast_rank=97&RID=3277CM8C013"",""XP_023952004.1"")"
innexin domain-containing protein [Phthorimaea operculella],Phthorimaea operculella,298,298,8%,2e-85,44.07,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI5630814.1?report=genbank&log$=prottop&blast_rank=98&RID=3277CM8C013"",""KAI5630814.1"")"
innexin inx2 [Pararge aegeria],Pararge aegeria,298,298,8%,2e-85,44.32,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039745034.1?report=genbank&log$=prottop&blast_rank=99&RID=3277CM8C013"",""XP_039745034.1"")"
