Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein PV327_002541 [Microctonus hyperodae],Microctonus hyperodae,220,652,9%,1e-81,51.57,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0168771.1?report=genbank&log$=prottop&blast_rank=11&RID=3277VP1B013"",""KAK0168771.1"")"
Similar to vps18: Vacuolar protein sorting-associated protein 18 homolog (Danio rerio) [Cotesia congregata],Cotesia congregata,222,650,9%,2e-81,52.91,954,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG5100764.1?report=genbank&log$=prottop&blast_rank=12&RID=3277VP1B013"",""CAG5100764.1"")"
hypothetical protein QAD02_009044 [Eretmocerus hayati],Eretmocerus hayati,226,624,9%,4e-81,55.81,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8667382.1?report=genbank&log$=prottop&blast_rank=13&RID=3277VP1B013"",""KAJ8667382.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Chelonus insularis],Chelonus insularis,217,632,9%,4e-81,51.57,983,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034942311.1?report=genbank&log$=prottop&blast_rank=14&RID=3277VP1B013"",""XP_034942311.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X3 [Cotesia glomerata],Cotesia glomerata,218,652,9%,5e-81,52.02,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044574837.1?report=genbank&log$=prottop&blast_rank=15&RID=3277VP1B013"",""XP_044574837.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Microplitis mediator],Microplitis mediator,218,652,9%,6e-81,52.02,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057323384.1?report=genbank&log$=prottop&blast_rank=16&RID=3277VP1B013"",""XP_057323384.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Leptopilina boulardi],Leptopilina boulardi,223,622,9%,7e-81,53.57,1003,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_051161047.1?report=genbank&log$=prottop&blast_rank=17&RID=3277VP1B013"",""XP_051161047.1"")"
vacuolar protein sorting-associated protein 18 homolog [Belonocnema kinseyi],Belonocnema kinseyi,221,632,10%,2e-80,54.02,997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033213888.1?report=genbank&log$=prottop&blast_rank=18&RID=3277VP1B013"",""XP_033213888.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Chelonus insularis],Chelonus insularis,217,626,9%,2e-80,51.57,999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034942310.1?report=genbank&log$=prottop&blast_rank=19&RID=3277VP1B013"",""XP_034942310.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X3 [Phymastichus coffea],Phymastichus coffea,220,625,9%,2e-80,56.02,998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_058794795.1?report=genbank&log$=prottop&blast_rank=20&RID=3277VP1B013"",""XP_058794795.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Cotesia glomerata],Cotesia glomerata,218,646,9%,3e-80,52.02,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044574835.1?report=genbank&log$=prottop&blast_rank=21&RID=3277VP1B013"",""XP_044574835.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Microplitis mediator],Microplitis mediator,218,647,9%,4e-80,52.02,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057323383.1?report=genbank&log$=prottop&blast_rank=22&RID=3277VP1B013"",""XP_057323383.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Microplitis demolitor],Microplitis demolitor,216,650,9%,5e-80,52.02,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008549521.1?report=genbank&log$=prottop&blast_rank=23&RID=3277VP1B013"",""XP_008549521.1"")"
hypothetical protein PV326_003525 [Microctonus aethiopoides],Microctonus aethiopoides,219,637,9%,1e-79,51.12,1049,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0097035.1?report=genbank&log$=prottop&blast_rank=24&RID=3277VP1B013"",""KAK0097035.1"")"
hypothetical protein PV325_012348 [Microctonus aethiopoides],Microctonus aethiopoides,219,636,9%,2e-79,51.12,1022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0081351.1?report=genbank&log$=prottop&blast_rank=25&RID=3277VP1B013"",""KAK0081351.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Microplitis demolitor],Microplitis demolitor,216,645,9%,3e-79,52.02,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008549520.1?report=genbank&log$=prottop&blast_rank=26&RID=3277VP1B013"",""XP_008549520.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Diprion similis],Diprion similis,216,651,9%,6e-79,51.12,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046750750.1?report=genbank&log$=prottop&blast_rank=27&RID=3277VP1B013"",""XP_046750750.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Neodiprion virginianus],Neodiprion virginianus,216,646,9%,1e-78,51.12,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046628254.1?report=genbank&log$=prottop&blast_rank=28&RID=3277VP1B013"",""XP_046628254.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Neodiprion pinetum],Neodiprion pinetum,216,648,9%,1e-78,51.12,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046490533.1?report=genbank&log$=prottop&blast_rank=29&RID=3277VP1B013"",""XP_046490533.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Neodiprion lecontei],Neodiprion lecontei,216,648,9%,1e-78,51.12,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015514752.1?report=genbank&log$=prottop&blast_rank=30&RID=3277VP1B013"",""XP_015514752.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Neodiprion fabricii],Neodiprion fabricii,216,646,9%,1e-78,51.12,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046434393.1?report=genbank&log$=prottop&blast_rank=31&RID=3277VP1B013"",""XP_046434393.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Phymastichus coffea],Phymastichus coffea,219,614,9%,1e-78,56.02,1014,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_058794792.1?report=genbank&log$=prottop&blast_rank=32&RID=3277VP1B013"",""XP_058794792.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Phymastichus coffea],Phymastichus coffea,219,614,9%,2e-78,56.02,1004,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_058794794.1?report=genbank&log$=prottop&blast_rank=33&RID=3277VP1B013"",""XP_058794794.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Diprion similis],Diprion similis,216,645,9%,4e-78,51.12,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046750746.1?report=genbank&log$=prottop&blast_rank=34&RID=3277VP1B013"",""XP_046750746.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Neodiprion pinetum],Neodiprion pinetum,216,642,9%,7e-78,51.12,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046490530.1?report=genbank&log$=prottop&blast_rank=35&RID=3277VP1B013"",""XP_046490530.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Neodiprion lecontei],Neodiprion lecontei,216,641,9%,8e-78,51.12,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015514751.1?report=genbank&log$=prottop&blast_rank=36&RID=3277VP1B013"",""XP_015514751.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Neodiprion virginianus],Neodiprion virginianus,216,640,9%,9e-78,51.12,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046628252.1?report=genbank&log$=prottop&blast_rank=37&RID=3277VP1B013"",""XP_046628252.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Neodiprion fabricii],Neodiprion fabricii,216,640,9%,9e-78,51.12,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046434391.1?report=genbank&log$=prottop&blast_rank=38&RID=3277VP1B013"",""XP_046434391.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Ooceraea biroi],Ooceraea biroi,206,644,10%,1e-77,53.02,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011338015.1?report=genbank&log$=prottop&blast_rank=39&RID=3277VP1B013"",""XP_011338015.1"")"
vacuolar protein sorting-associated protein 18 homolog [Diachasma alloeum],Diachasma alloeum,213,619,9%,4e-77,51.57,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015117411.1?report=genbank&log$=prottop&blast_rank=40&RID=3277VP1B013"",""XP_015117411.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Ooceraea biroi],Ooceraea biroi,206,636,9%,5e-77,53.02,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011338014.1?report=genbank&log$=prottop&blast_rank=41&RID=3277VP1B013"",""XP_011338014.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Cyphomyrmex costatus],Cyphomyrmex costatus,201,635,10%,6e-77,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018403593.1?report=genbank&log$=prottop&blast_rank=42&RID=3277VP1B013"",""XP_018403593.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Odontomachus brunneus],Odontomachus brunneus,204,633,10%,8e-77,52.09,985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032674629.1?report=genbank&log$=prottop&blast_rank=43&RID=3277VP1B013"",""XP_032674629.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Ceratosolen solmsi marchali],Ceratosolen solmsi marchali,230,605,9%,8e-77,56.02,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011498125.1?report=genbank&log$=prottop&blast_rank=44&RID=3277VP1B013"",""XP_011498125.1"")"
hypothetical protein KM043_011388 [Ampulex compressa],Ampulex compressa,206,632,10%,1e-76,52.56,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG7209765.1?report=genbank&log$=prottop&blast_rank=45&RID=3277VP1B013"",""KAG7209765.1"")"
vacuolar protein sorting-associated protein 18 homolog [Orussus abietinus],Orussus abietinus,207,623,9%,2e-76,52.56,987,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012271920.1?report=genbank&log$=prottop&blast_rank=46&RID=3277VP1B013"",""XP_012271920.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Harpegnathos saltator],Harpegnathos saltator,200,635,10%,3e-76,51.63,985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011144081.1?report=genbank&log$=prottop&blast_rank=47&RID=3277VP1B013"",""XP_011144081.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Cotesia glomerata],Cotesia glomerata,215,632,9%,4e-76,53.02,993,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044574836.1?report=genbank&log$=prottop&blast_rank=48&RID=3277VP1B013"",""XP_044574836.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X1 [Ceratosolen solmsi marchali],Ceratosolen solmsi marchali,230,597,9%,5e-76,56.02,1016,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011498101.1?report=genbank&log$=prottop&blast_rank=49&RID=3277VP1B013"",""XP_011498101.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Pseudomyrmex gracilis],Pseudomyrmex gracilis,200,639,10%,6e-76,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_020284362.1?report=genbank&log$=prottop&blast_rank=50&RID=3277VP1B013"",""XP_020284362.1"")"
Vacuolar protein sorting-associated protein 18-like protein [Acromyrmex echinatior],Acromyrmex echinatior,202,630,9%,8e-76,52.09,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGI64436.1?report=genbank&log$=prottop&blast_rank=51&RID=3277VP1B013"",""EGI64436.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X3 [Megachile rotundata],Megachile rotundata,204,534,8%,9e-76,52.56,949,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012145439.1?report=genbank&log$=prottop&blast_rank=52&RID=3277VP1B013"",""XP_012145439.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Megachile rotundata],Megachile rotundata,204,614,10%,9e-76,52.09,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012145433.1?report=genbank&log$=prottop&blast_rank=53&RID=3277VP1B013"",""XP_012145433.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X1 [Megachile rotundata],Megachile rotundata,204,614,10%,9e-76,52.56,989,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012145422.1?report=genbank&log$=prottop&blast_rank=54&RID=3277VP1B013"",""XP_012145422.1"")"
vacuolar protein sorting-associated protein 18 homolog [Osmia bicornis bicornis],Osmia bicornis bicornis,203,623,9%,1e-75,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046143581.1?report=genbank&log$=prottop&blast_rank=55&RID=3277VP1B013"",""XP_046143581.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Trachymyrmex zeteki],Trachymyrmex zeteki,201,633,9%,1e-75,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018314346.1?report=genbank&log$=prottop&blast_rank=56&RID=3277VP1B013"",""XP_018314346.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Nylanderia fulva],Nylanderia fulva,198,642,10%,1e-75,52.09,983,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029168944.1?report=genbank&log$=prottop&blast_rank=57&RID=3277VP1B013"",""XP_029168944.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Dinoponera quadriceps],Dinoponera quadriceps,199,618,10%,2e-75,51.16,985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014476276.1?report=genbank&log$=prottop&blast_rank=58&RID=3277VP1B013"",""XP_014476276.1"")"
VPS18 protein [Pseudoatta argentina],Pseudoatta argentina,200,635,9%,3e-75,51.16,964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5322958.1?report=genbank&log$=prottop&blast_rank=59&RID=3277VP1B013"",""KAG5322958.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Acromyrmex echinatior],Acromyrmex echinatior,200,628,9%,3e-75,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011056120.1?report=genbank&log$=prottop&blast_rank=60&RID=3277VP1B013"",""XP_011056120.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X1 [Linepithema humile],Linepithema humile,200,630,10%,3e-75,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012219609.1?report=genbank&log$=prottop&blast_rank=61&RID=3277VP1B013"",""XP_012219609.1"")"
vacuolar protein sorting-associated protein 18 homolog [Osmia lignaria],Osmia lignaria,202,622,9%,3e-75,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034180513.1?report=genbank&log$=prottop&blast_rank=62&RID=3277VP1B013"",""XP_034180513.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Atta colombica],Atta colombica,200,634,9%,3e-75,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018047238.1?report=genbank&log$=prottop&blast_rank=63&RID=3277VP1B013"",""XP_018047238.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Vollenhovia emeryi],Vollenhovia emeryi,199,637,9%,4e-75,52.09,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011875091.1?report=genbank&log$=prottop&blast_rank=64&RID=3277VP1B013"",""XP_011875091.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Linepithema humile],Linepithema humile,199,509,8%,5e-75,51.16,886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012219610.1?report=genbank&log$=prottop&blast_rank=65&RID=3277VP1B013"",""XP_012219610.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Odontomachus brunneus],Odontomachus brunneus,204,619,9%,6e-75,52.09,1001,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032674626.1?report=genbank&log$=prottop&blast_rank=66&RID=3277VP1B013"",""XP_032674626.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Pseudomyrmex gracilis],Pseudomyrmex gracilis,200,629,9%,6e-75,51.63,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_020284361.1?report=genbank&log$=prottop&blast_rank=67&RID=3277VP1B013"",""XP_020284361.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Trachymyrmex septentrionalis],Trachymyrmex septentrionalis,199,631,9%,8e-75,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018355485.1?report=genbank&log$=prottop&blast_rank=68&RID=3277VP1B013"",""XP_018355485.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X1 [Trachymyrmex cornetzi],Trachymyrmex cornetzi,198,633,9%,9e-75,50.70,1020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018373327.1?report=genbank&log$=prottop&blast_rank=69&RID=3277VP1B013"",""XP_018373327.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Wasmannia auropunctata],Wasmannia auropunctata,198,635,10%,9e-75,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011687362.1?report=genbank&log$=prottop&blast_rank=70&RID=3277VP1B013"",""XP_011687362.1"")"
unnamed protein product [Lasius platythorax],Lasius platythorax,197,638,10%,9e-75,51.16,983,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL1678670.1?report=genbank&log$=prottop&blast_rank=71&RID=3277VP1B013"",""CAL1678670.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X2 [Trachymyrmex cornetzi],Trachymyrmex cornetzi,197,632,9%,1e-74,50.70,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018373328.1?report=genbank&log$=prottop&blast_rank=72&RID=3277VP1B013"",""XP_018373328.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Temnothorax curvispinosus],Temnothorax curvispinosus,196,633,9%,1e-74,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024892149.1?report=genbank&log$=prottop&blast_rank=73&RID=3277VP1B013"",""XP_024892149.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Solenopsis invicta],Solenopsis invicta,198,634,10%,1e-74,51.63,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039312568.1?report=genbank&log$=prottop&blast_rank=74&RID=3277VP1B013"",""XP_039312568.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Megalopta genalis],Megalopta genalis,196,612,9%,2e-74,50.23,987,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033336222.1?report=genbank&log$=prottop&blast_rank=75&RID=3277VP1B013"",""XP_033336222.1"")"
vacuolar protein sorting-associated protein 18 homolog [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,205,601,9%,2e-74,50.22,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063971923.1?report=genbank&log$=prottop&blast_rank=76&RID=3277VP1B013"",""XP_063971923.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Dufourea novaeangliae],Dufourea novaeangliae,204,614,9%,2e-74,53.02,999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015439122.1?report=genbank&log$=prottop&blast_rank=77&RID=3277VP1B013"",""XP_015439122.1"")"
PREDICTED: LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 18 homolog [Atta cephalotes],Atta cephalotes,201,625,9%,5e-74,51.16,1003,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012062395.1?report=genbank&log$=prottop&blast_rank=78&RID=3277VP1B013"",""XP_012062395.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog [Fopius arisanus],Fopius arisanus,200,607,9%,6e-74,49.33,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011307100.1?report=genbank&log$=prottop&blast_rank=79&RID=3277VP1B013"",""XP_011307100.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Monomorium pharaonis],Monomorium pharaonis,199,622,9%,6e-74,51.16,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036142578.1?report=genbank&log$=prottop&blast_rank=80&RID=3277VP1B013"",""XP_036142578.1"")"
Vacuolar protein sorting-associated protein 18 like protein [Trachymyrmex zeteki],Trachymyrmex zeteki,201,624,9%,7e-74,51.63,980,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYQ47639.1?report=genbank&log$=prottop&blast_rank=81&RID=3277VP1B013"",""KYQ47639.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Megalopta genalis],Megalopta genalis,196,605,9%,8e-74,50.23,1003,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033336221.1?report=genbank&log$=prottop&blast_rank=82&RID=3277VP1B013"",""XP_033336221.1"")"
vacuolar protein sorting-associated protein 18-like protein [Lasius niger],Lasius niger,197,628,9%,9e-74,51.16,902,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ95973.1?report=genbank&log$=prottop&blast_rank=83&RID=3277VP1B013"",""KMQ95973.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Camponotus floridanus],Camponotus floridanus,192,615,10%,1e-73,50.70,986,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011263387.1?report=genbank&log$=prottop&blast_rank=84&RID=3277VP1B013"",""XP_011263387.1"")"
unnamed protein product [Lasius platythorax],Lasius platythorax,197,627,9%,1e-73,51.16,999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL1678669.1?report=genbank&log$=prottop&blast_rank=85&RID=3277VP1B013"",""CAL1678669.1"")"
VPS18 protein [Acromyrmex insinuator],Acromyrmex insinuator,200,622,9%,1e-73,51.16,980,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5309774.1?report=genbank&log$=prottop&blast_rank=86&RID=3277VP1B013"",""KAG5309774.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Apis florea],Apis florea,193,615,10%,1e-73,50.23,982,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012347265.1?report=genbank&log$=prottop&blast_rank=87&RID=3277VP1B013"",""XP_012347265.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Apis mellifera],Apis mellifera,193,615,10%,1e-73,50.23,982,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026300763.1?report=genbank&log$=prottop&blast_rank=88&RID=3277VP1B013"",""XP_026300763.1"")"
vacuolar protein sorting-associated protein 18 homolog [Colletes gigas],Colletes gigas,192,604,9%,1e-73,48.84,984,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043259062.1?report=genbank&log$=prottop&blast_rank=89&RID=3277VP1B013"",""XP_043259062.1"")"
PREDICTED: vacuolar protein sorting-associated protein 18 homolog isoform X1 [Acromyrmex echinatior],Acromyrmex echinatior,200,618,9%,2e-73,51.16,1000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011056117.1?report=genbank&log$=prottop&blast_rank=90&RID=3277VP1B013"",""XP_011056117.1"")"
