Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X2 [Neodiprion pinetum],Neodiprion pinetum,217,414,13%,3e-56,44.96,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046485791.1?report=genbank&log$=prottop&blast_rank=64&RID=32794RAH013"",""XP_046485791.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X2 [Neodiprion lecontei],Neodiprion lecontei,217,412,13%,3e-56,45.52,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046597600.1?report=genbank&log$=prottop&blast_rank=65&RID=32794RAH013"",""XP_046597600.1"")"
hypothetical protein KPH14_009929 [Odynerus spinipes],Odynerus spinipes,216,320,7%,3e-56,61.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2585227.1?report=genbank&log$=prottop&blast_rank=66&RID=32794RAH013"",""KAK2585227.1"")"
hypothetical protein KPH14_009929 [Odynerus spinipes],Odynerus spinipes,216,320,7%,4e-56,61.71,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2585226.1?report=genbank&log$=prottop&blast_rank=67&RID=32794RAH013"",""KAK2585226.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X1 [Neodiprion lecontei],Neodiprion lecontei,216,409,13%,4e-56,45.52,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015519478.2?report=genbank&log$=prottop&blast_rank=68&RID=32794RAH013"",""XP_015519478.2"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X1 [Neodiprion pinetum],Neodiprion pinetum,216,411,13%,4e-56,44.96,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046485790.1?report=genbank&log$=prottop&blast_rank=69&RID=32794RAH013"",""XP_046485790.1"")"
pre-rRNA-processing protein TSR1 homolog isoform X2 [Bombus huntii],Bombus huntii,222,222,8%,8e-56,44.48,706,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050491835.1?report=genbank&log$=prottop&blast_rank=70&RID=32794RAH013"",""XP_050491835.1"")"
pre-rRNA-processing protein TSR1 homolog [Bombus vosnesenskii],Bombus vosnesenskii,223,223,8%,1e-55,44.82,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033355343.1?report=genbank&log$=prottop&blast_rank=71&RID=32794RAH013"",""XP_033355343.1"")"
PREDICTED: putative methyltransferase NSUN6 isoform X2 [Polistes dominula],Polistes dominula,210,348,8%,2e-55,60.00,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015180964.1?report=genbank&log$=prottop&blast_rank=72&RID=32794RAH013"",""XP_015180964.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X1 [Polistes fuscatus],Polistes fuscatus,214,435,10%,2e-55,59.43,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043489420.1?report=genbank&log$=prottop&blast_rank=73&RID=32794RAH013"",""XP_043489420.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 [Neodiprion virginianus],Neodiprion virginianus,214,409,13%,2e-55,44.60,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046623054.1?report=genbank&log$=prottop&blast_rank=74&RID=32794RAH013"",""XP_046623054.1"")"
PREDICTED: putative methyltransferase NSUN6 isoform X1 [Polistes dominula],Polistes dominula,211,382,8%,4e-55,60.00,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015180962.1?report=genbank&log$=prottop&blast_rank=75&RID=32794RAH013"",""XP_015180962.1"")"
pre-rRNA-processing protein TSR1 homolog isoform X1 [Bombus huntii],Bombus huntii,222,222,8%,4e-55,44.48,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050491834.1?report=genbank&log$=prottop&blast_rank=76&RID=32794RAH013"",""XP_050491834.1"")"
repeat element 33 [Diadegma semiclausum ichnovirus],Diadegma semiclausum ichnovirus,206,206,5%,5e-55,45.79,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHY22033.1?report=genbank&log$=prottop&blast_rank=77&RID=32794RAH013"",""AHY22033.1"")"
PREDICTED: putative methyltransferase NSUN6 isoform X3 [Polistes canadensis],Polistes canadensis,210,380,11%,5e-55,44.40,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014607802.1?report=genbank&log$=prottop&blast_rank=78&RID=32794RAH013"",""XP_014607802.1"")"
unnamed protein product [Acanthoscelides obtectus],Acanthoscelides obtectus,207,278,10%,1e-54,38.65,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH2001790.1?report=genbank&log$=prottop&blast_rank=79&RID=32794RAH013"",""CAH2001790.1"")"
distal membrane-arm assembly complex protein 2 [Neodiprion virginianus],Neodiprion virginianus,206,206,6%,1e-54,40.23,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046629160.1?report=genbank&log$=prottop&blast_rank=80&RID=32794RAH013"",""XP_046629160.1"")"
distal membrane-arm assembly complex protein 2 [Cephus cinctus],Cephus cinctus,206,206,6%,2e-54,41.80,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015609471.1?report=genbank&log$=prottop&blast_rank=81&RID=32794RAH013"",""XP_015609471.1"")"
pre-rRNA-processing protein TSR1 homolog [Bombus impatiens],Bombus impatiens,219,219,8%,2e-54,44.15,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003492910.1?report=genbank&log$=prottop&blast_rank=82&RID=32794RAH013"",""XP_003492910.1"")"
pre-rRNA-processing protein TSR1 homolog [Bombus vancouverensis nearcticus],Bombus vancouverensis nearcticus,219,219,8%,3e-54,44.15,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033185375.1?report=genbank&log$=prottop&blast_rank=83&RID=32794RAH013"",""XP_033185375.1"")"
distal membrane-arm assembly complex protein 2 [Ooceraea biroi],Ooceraea biroi,204,204,5%,3e-54,47.34,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011331945.1?report=genbank&log$=prottop&blast_rank=84&RID=32794RAH013"",""XP_011331945.1"")"
pre-rRNA-processing protein TSR1 homolog [Bombus bifarius],Bombus bifarius,219,219,8%,3e-54,44.15,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033320128.1?report=genbank&log$=prottop&blast_rank=85&RID=32794RAH013"",""XP_033320128.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X4 [Vespa velutina],Vespa velutina,208,321,7%,3e-54,56.52,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047370364.1?report=genbank&log$=prottop&blast_rank=86&RID=32794RAH013"",""XP_047370364.1"")"
PREDICTED: putative methyltransferase NSUN6 [Trachymyrmex cornetzi],Trachymyrmex cornetzi,211,405,12%,3e-54,44.44,460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018366422.1?report=genbank&log$=prottop&blast_rank=87&RID=32794RAH013"",""XP_018366422.1"")"
distal membrane-arm assembly complex protein 2 [Neodiprion fabricii],Neodiprion fabricii,205,205,6%,3e-54,40.39,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046435211.1?report=genbank&log$=prottop&blast_rank=88&RID=32794RAH013"",""XP_046435211.1"")"
distal membrane-arm assembly complex protein 2 [Neodiprion lecontei],Neodiprion lecontei,204,204,6%,5e-54,40.62,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015519376.2?report=genbank&log$=prottop&blast_rank=89&RID=32794RAH013"",""XP_015519376.2"")"
distal membrane-arm assembly complex protein 2 [Neodiprion pinetum],Neodiprion pinetum,204,204,6%,6e-54,40.62,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046491985.1?report=genbank&log$=prottop&blast_rank=90&RID=32794RAH013"",""XP_046491985.1"")"
hypothetical protein M0804_003852 [Polistes exclamans],Polistes exclamans,210,429,10%,7e-54,59.43,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4489670.1?report=genbank&log$=prottop&blast_rank=91&RID=32794RAH013"",""KAI4489670.1"")"
PREDICTED: putative methyltransferase NSUN6 isoform X1 [Polistes canadensis],Polistes canadensis,210,430,10%,8e-54,59.43,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014607785.1?report=genbank&log$=prottop&blast_rank=92&RID=32794RAH013"",""XP_014607785.1"")"
