Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Leptopilina heterotoma]",Leptopilina heterotoma,424,424,4%,7e-128,95.24,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043462635.1?report=genbank&log$=prottop&blast_rank=18&RID=326XF89Z016"",""XP_043462635.1"")"
ndufv1NADH dehydrogenase flavoprotein subunit 1 [Melipona bicolor],Melipona bicolor,424,424,4%,8e-128,94.76,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK1119989.1?report=genbank&log$=prottop&blast_rank=19&RID=326XF89Z016"",""KAK1119989.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Vespula pensylvanica]",Vespula pensylvanica,424,424,4%,1e-127,94.76,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043676983.1?report=genbank&log$=prottop&blast_rank=20&RID=326XF89Z016"",""XP_043676983.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Vespula vulgaris]",Vespula vulgaris,424,424,4%,1e-127,94.76,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050859339.1?report=genbank&log$=prottop&blast_rank=21&RID=326XF89Z016"",""XP_050859339.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Chelonus insularis]",Chelonus insularis,424,424,4%,1e-127,94.76,483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034941764.1?report=genbank&log$=prottop&blast_rank=22&RID=326XF89Z016"",""XP_034941764.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Orussus abietinus]",Orussus abietinus,424,424,4%,2e-127,94.29,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012274025.1?report=genbank&log$=prottop&blast_rank=23&RID=326XF89Z016"",""XP_012274025.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Frieseomelitta varia]",Frieseomelitta varia,423,423,4%,2e-127,94.29,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043511220.1?report=genbank&log$=prottop&blast_rank=24&RID=326XF89Z016"",""XP_043511220.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis florea]",Apis florea,424,424,4%,2e-127,94.29,492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012339596.2?report=genbank&log$=prottop&blast_rank=25&RID=326XF89Z016"",""XP_012339596.2"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Dufourea novaeangliae]",Dufourea novaeangliae,422,422,4%,2e-127,94.29,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KZC06922.1?report=genbank&log$=prottop&blast_rank=26&RID=326XF89Z016"",""KZC06922.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis mellifera]",Apis mellifera,424,424,4%,2e-127,94.29,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_391916.3?report=genbank&log$=prottop&blast_rank=27&RID=326XF89Z016"",""XP_391916.3"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Megalopta genalis]",Megalopta genalis,423,423,4%,3e-127,93.81,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033334783.1?report=genbank&log$=prottop&blast_rank=28&RID=326XF89Z016"",""XP_033334783.1"")"
NADH dehydrogenase [ubiquinone] flavoprotein [Apis cerana cerana],Apis cerana cerana,423,423,4%,3e-127,94.29,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PBC32768.1?report=genbank&log$=prottop&blast_rank=29&RID=326XF89Z016"",""PBC32768.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis mellifera caucasica]",Apis mellifera caucasica,423,423,4%,3e-127,94.29,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG6798251.1?report=genbank&log$=prottop&blast_rank=30&RID=326XF89Z016"",""KAG6798251.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Odontomachus brunneus]",Odontomachus brunneus,424,424,4%,3e-127,93.81,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032668582.1?report=genbank&log$=prottop&blast_rank=31&RID=326XF89Z016"",""XP_032668582.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis cerana]",Apis cerana,423,423,4%,3e-127,94.29,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016907836.1?report=genbank&log$=prottop&blast_rank=32&RID=326XF89Z016"",""XP_016907836.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Cotesia glomerata]",Cotesia glomerata,423,423,4%,3e-127,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044583675.1?report=genbank&log$=prottop&blast_rank=33&RID=326XF89Z016"",""XP_044583675.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Aphidius gifuensis]",Aphidius gifuensis,423,423,4%,3e-127,93.81,471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044009542.1?report=genbank&log$=prottop&blast_rank=34&RID=326XF89Z016"",""XP_044009542.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Dufourea novaeangliae]",Dufourea novaeangliae,422,422,4%,4e-127,94.29,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015440453.1?report=genbank&log$=prottop&blast_rank=35&RID=326XF89Z016"",""XP_015440453.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Wasmannia auropunctata]",Wasmannia auropunctata,413,413,4%,4e-127,91.90,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011706846.1?report=genbank&log$=prottop&blast_rank=36&RID=326XF89Z016"",""XP_011706846.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Bombus terrestris]",Bombus terrestris,422,422,4%,5e-127,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003398732.1?report=genbank&log$=prottop&blast_rank=37&RID=326XF89Z016"",""XP_003398732.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Bombus pascuorum]",Bombus pascuorum,422,422,4%,5e-127,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_060815096.1?report=genbank&log$=prottop&blast_rank=38&RID=326XF89Z016"",""XP_060815096.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Trichogramma pretiosum]",Trichogramma pretiosum,422,422,4%,5e-127,92.86,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014229680.1?report=genbank&log$=prottop&blast_rank=39&RID=326XF89Z016"",""XP_014229680.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Bombus impatiens]",Bombus impatiens,422,422,4%,5e-127,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003486092.1?report=genbank&log$=prottop&blast_rank=40&RID=326XF89Z016"",""XP_003486092.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Bombus vancouverensis nearcticus]",Bombus vancouverensis nearcticus,422,422,4%,6e-127,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033198930.1?report=genbank&log$=prottop&blast_rank=41&RID=326XF89Z016"",""XP_033198930.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Osmia bicornis bicornis]",Osmia bicornis bicornis,422,422,4%,6e-127,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029042694.1?report=genbank&log$=prottop&blast_rank=42&RID=326XF89Z016"",""XP_029042694.1"")"
hypothetical protein HN011_000563 [Eciton burchellii],Eciton burchellii,422,422,4%,6e-127,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0953871.1?report=genbank&log$=prottop&blast_rank=43&RID=326XF89Z016"",""KAH0953871.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Harpegnathos saltator]",Harpegnathos saltator,422,422,4%,7e-127,93.81,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011150216.1?report=genbank&log$=prottop&blast_rank=44&RID=326XF89Z016"",""XP_011150216.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Linepithema humile]",Linepithema humile,422,422,4%,7e-127,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012233275.1?report=genbank&log$=prottop&blast_rank=45&RID=326XF89Z016"",""XP_012233275.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis laboriosa]",Apis laboriosa,421,421,4%,1e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043799129.1?report=genbank&log$=prottop&blast_rank=46&RID=326XF89Z016"",""XP_043799129.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Megachile rotundata]",Megachile rotundata,421,421,4%,1e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003707795.1?report=genbank&log$=prottop&blast_rank=47&RID=326XF89Z016"",""XP_003707795.1"")"
unnamed protein product [Trichogramma brassicae],Trichogramma brassicae,420,420,4%,1e-126,92.38,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAB0041965.1?report=genbank&log$=prottop&blast_rank=48&RID=326XF89Z016"",""CAB0041965.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Microplitis mediator]",Microplitis mediator,421,421,4%,2e-126,92.86,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057329035.1?report=genbank&log$=prottop&blast_rank=49&RID=326XF89Z016"",""XP_057329035.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Colletes gigas]",Colletes gigas,421,421,4%,2e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043265162.1?report=genbank&log$=prottop&blast_rank=50&RID=326XF89Z016"",""XP_043265162.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Microplitis mediator]",Microplitis mediator,421,421,4%,2e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057328678.1?report=genbank&log$=prottop&blast_rank=51&RID=326XF89Z016"",""XP_057328678.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Microplitis demolitor]",Microplitis demolitor,421,421,4%,2e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014297001.1?report=genbank&log$=prottop&blast_rank=52&RID=326XF89Z016"",""XP_014297001.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Neodiprion lecontei]",Neodiprion lecontei,421,421,4%,2e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015522156.1?report=genbank&log$=prottop&blast_rank=53&RID=326XF89Z016"",""XP_015522156.1"")"
hypothetical protein PV328_009909 [Microctonus aethiopoides],Microctonus aethiopoides,420,420,4%,2e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0158975.1?report=genbank&log$=prottop&blast_rank=54&RID=326XF89Z016"",""KAK0158975.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Nasonia vitripennis]",Nasonia vitripennis,420,420,4%,2e-126,92.86,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001165788.1?report=genbank&log$=prottop&blast_rank=55&RID=326XF89Z016"",""NP_001165788.1"")"
hypothetical protein G9C98_007328 [Cotesia typhae],Cotesia typhae,420,420,4%,2e-126,93.81,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG8038621.1?report=genbank&log$=prottop&blast_rank=56&RID=326XF89Z016"",""KAG8038621.1"")"
hypothetical protein TSAR_000722 [Trichomalopsis sarcophagae],Trichomalopsis sarcophagae,420,420,4%,3e-126,92.86,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OXU26322.1?report=genbank&log$=prottop&blast_rank=57&RID=326XF89Z016"",""OXU26322.1"")"
GSCOCG00001128001-RA-CDS [Cotesia congregata],Cotesia congregata,420,420,4%,3e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6227444.1?report=genbank&log$=prottop&blast_rank=58&RID=326XF89Z016"",""CAD6227444.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Athalia rosae]",Athalia rosae,420,420,4%,3e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012262526.2?report=genbank&log$=prottop&blast_rank=59&RID=326XF89Z016"",""XP_012262526.2"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Dinoponera quadriceps]",Dinoponera quadriceps,420,420,4%,3e-126,92.86,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014472829.1?report=genbank&log$=prottop&blast_rank=60&RID=326XF89Z016"",""XP_014472829.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Osmia lignaria]",Osmia lignaria,420,420,4%,3e-126,92.86,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034175941.1?report=genbank&log$=prottop&blast_rank=61&RID=326XF89Z016"",""XP_034175941.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Eufriesea mexicana]",Eufriesea mexicana,419,419,4%,3e-126,82.92,458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OAD60860.1?report=genbank&log$=prottop&blast_rank=62&RID=326XF89Z016"",""OAD60860.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Habropoda laboriosa]",Habropoda laboriosa,420,420,4%,4e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017792893.1?report=genbank&log$=prottop&blast_rank=63&RID=326XF89Z016"",""XP_017792893.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Microplitis demolitor]",Microplitis demolitor,419,419,4%,4e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008543074.1?report=genbank&log$=prottop&blast_rank=64&RID=326XF89Z016"",""XP_008543074.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Eufriesea mexicana]",Eufriesea mexicana,419,419,4%,4e-126,92.86,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017766983.1?report=genbank&log$=prottop&blast_rank=65&RID=326XF89Z016"",""XP_017766983.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Atta colombica]",Atta colombica,418,418,4%,4e-126,92.82,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYM75838.1?report=genbank&log$=prottop&blast_rank=66&RID=326XF89Z016"",""KYM75838.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Diachasmimorpha longicaudata]",Diachasmimorpha longicaudata,419,419,4%,5e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063976141.1?report=genbank&log$=prottop&blast_rank=67&RID=326XF89Z016"",""XP_063976141.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Diprion similis]",Diprion similis,421,421,4%,5e-126,93.33,510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046746899.1?report=genbank&log$=prottop&blast_rank=68&RID=326XF89Z016"",""XP_046746899.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Melipona quadrifasciata]",Melipona quadrifasciata,424,424,4%,6e-126,94.29,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOX73142.1?report=genbank&log$=prottop&blast_rank=69&RID=326XF89Z016"",""KOX73142.1"")"
GSCOCG00010632001-RA-CDS [Cotesia congregata],Cotesia congregata,419,419,4%,7e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6208656.1?report=genbank&log$=prottop&blast_rank=70&RID=326XF89Z016"",""CAD6208656.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like [Cotesia glomerata]",Cotesia glomerata,419,419,4%,7e-126,93.33,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044581553.1?report=genbank&log$=prottop&blast_rank=71&RID=326XF89Z016"",""XP_044581553.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Temnothorax curvispinosus]",Temnothorax curvispinosus,419,419,4%,7e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024880098.1?report=genbank&log$=prottop&blast_rank=72&RID=326XF89Z016"",""XP_024880098.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Fopius arisanus]",Fopius arisanus,419,419,4%,8e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011308020.1?report=genbank&log$=prottop&blast_rank=73&RID=326XF89Z016"",""XP_011308020.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Apis dorsata]",Apis dorsata,419,419,4%,9e-126,92.86,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006614078.1?report=genbank&log$=prottop&blast_rank=74&RID=326XF89Z016"",""XP_006614078.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Atta colombica]",Atta colombica,419,419,4%,9e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018057925.1?report=genbank&log$=prottop&blast_rank=75&RID=326XF89Z016"",""XP_018057925.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Atta cephalotes]",Atta cephalotes,419,419,4%,9e-126,92.38,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012059027.1?report=genbank&log$=prottop&blast_rank=76&RID=326XF89Z016"",""XP_012059027.1"")"
NDUV1 dehydrogenase [Acromyrmex insinuator],Acromyrmex insinuator,417,417,4%,1e-125,92.82,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5309241.1?report=genbank&log$=prottop&blast_rank=77&RID=326XF89Z016"",""KAG5309241.1"")"
NDUV1 dehydrogenase [Acromyrmex heyeri],Acromyrmex heyeri,417,417,4%,1e-125,92.82,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5320349.1?report=genbank&log$=prottop&blast_rank=78&RID=326XF89Z016"",""KAG5320349.1"")"
NDUV1 dehydrogenase [Acromyrmex charruanus],Acromyrmex charruanus,417,417,4%,1e-125,92.82,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5347582.1?report=genbank&log$=prottop&blast_rank=79&RID=326XF89Z016"",""KAG5347582.1"")"
"LOW QUALITY PROTEIN: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Solenopsis invicta]",Solenopsis invicta,419,419,4%,1e-125,92.38,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011163399.2?report=genbank&log$=prottop&blast_rank=80&RID=326XF89Z016"",""XP_011163399.2"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Copidosoma floridanum]",Copidosoma floridanum,418,418,4%,1e-125,92.38,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014204214.1?report=genbank&log$=prottop&blast_rank=81&RID=326XF89Z016"",""XP_014204214.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Acromyrmex echinatior]",Acromyrmex echinatior,418,418,4%,1e-125,92.38,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011055216.1?report=genbank&log$=prottop&blast_rank=82&RID=326XF89Z016"",""XP_011055216.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Trachymyrmex cornetzi]",Trachymyrmex cornetzi,418,418,4%,1e-125,92.86,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018363186.1?report=genbank&log$=prottop&blast_rank=83&RID=326XF89Z016"",""XP_018363186.1"")"
hypothetical protein PV326_008230 [Microctonus aethiopoides],Microctonus aethiopoides,420,420,4%,2e-125,93.81,519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0080350.1?report=genbank&log$=prottop&blast_rank=84&RID=326XF89Z016"",""KAK0080350.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Diachasma alloeum]",Diachasma alloeum,417,417,4%,2e-125,91.90,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015127479.1?report=genbank&log$=prottop&blast_rank=85&RID=326XF89Z016"",""XP_015127479.1"")"
NDUV1 dehydrogenase [Pseudoatta argentina],Pseudoatta argentina,416,416,4%,3e-125,92.34,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5327706.1?report=genbank&log$=prottop&blast_rank=86&RID=326XF89Z016"",""KAG5327706.1"")"
