Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Ceratosolen solmsi marchali],Ceratosolen solmsi marchali,164,456,7%,4e-67,77.88,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011498819.1?report=genbank&log$=prottop&blast_rank=17&RID=326ZAGGU016"",""XP_011498819.1"")"
hypothetical protein PV326_008809 [Microctonus aethiopoides],Microctonus aethiopoides,162,405,6%,5e-67,76.11,2763,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0095265.1?report=genbank&log$=prottop&blast_rank=18&RID=326ZAGGU016"",""KAK0095265.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Cotesia glomerata],Cotesia glomerata,157,404,6%,2e-66,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044575453.1?report=genbank&log$=prottop&blast_rank=19&RID=326ZAGGU016"",""XP_044575453.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Microplitis mediator],Microplitis mediator,164,432,6%,3e-66,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_057318974.1?report=genbank&log$=prottop&blast_rank=20&RID=326ZAGGU016"",""XP_057318974.1"")"
probable ATP-dependent helicase PF08_0048 [Venturia canescens],Venturia canescens,241,337,6%,3e-66,66.13,305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043278508.1?report=genbank&log$=prottop&blast_rank=21&RID=326ZAGGU016"",""XP_043278508.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Microplitis demolitor],Microplitis demolitor,161,428,6%,3e-65,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008545546.1?report=genbank&log$=prottop&blast_rank=22&RID=326ZAGGU016"",""XP_008545546.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Copidosoma floridanum],Copidosoma floridanum,163,400,6%,4e-65,78.76,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014210418.1?report=genbank&log$=prottop&blast_rank=23&RID=326ZAGGU016"",""XP_014210418.1"")"
hypothetical protein PV325_010289 [Microctonus aethiopoides],Microctonus aethiopoides,159,397,6%,5e-65,76.11,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0082494.1?report=genbank&log$=prottop&blast_rank=24&RID=326ZAGGU016"",""KAK0082494.1"")"
hypothetical protein PV328_002068 [Microctonus aethiopoides],Microctonus aethiopoides,159,396,6%,1e-64,76.11,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0178087.1?report=genbank&log$=prottop&blast_rank=25&RID=326ZAGGU016"",""KAK0178087.1"")"
Uncharacterized protein DBV15_10431 [Temnothorax longispinosus],Temnothorax longispinosus,162,521,7%,2e-64,75.22,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TGZ53631.1?report=genbank&log$=prottop&blast_rank=26&RID=326ZAGGU016"",""TGZ53631.1"")"
hypothetical protein PV327_003725 [Microctonus hyperodae],Microctonus hyperodae,161,394,6%,3e-64,76.11,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0181438.1?report=genbank&log$=prottop&blast_rank=27&RID=326ZAGGU016"",""KAK0181438.1"")"
hypothetical protein QAD02_005203 [Eretmocerus hayati],Eretmocerus hayati,154,451,6%,4e-64,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8673941.1?report=genbank&log$=prottop&blast_rank=28&RID=326ZAGGU016"",""KAJ8673941.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X2 [Vespa velutina],Vespa velutina,163,387,5%,5e-64,75.22,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047343721.1?report=genbank&log$=prottop&blast_rank=29&RID=326ZAGGU016"",""XP_047343721.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Vespa crabro],Vespa crabro,163,387,5%,5e-64,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046812980.1?report=genbank&log$=prottop&blast_rank=30&RID=326ZAGGU016"",""XP_046812980.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Vespa mandarinia],Vespa mandarinia,163,384,5%,6e-64,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035724404.1?report=genbank&log$=prottop&blast_rank=31&RID=326ZAGGU016"",""XP_035724404.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Vespa velutina],Vespa velutina,163,387,5%,6e-64,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047343720.1?report=genbank&log$=prottop&blast_rank=32&RID=326ZAGGU016"",""XP_047343720.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X3 [Vespa velutina],Vespa velutina,163,386,5%,7e-64,75.22,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047343722.1?report=genbank&log$=prottop&blast_rank=33&RID=326ZAGGU016"",""XP_047343722.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X2 [Vespa crabro],Vespa crabro,163,386,5%,7e-64,75.22,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046813070.1?report=genbank&log$=prottop&blast_rank=34&RID=326ZAGGU016"",""XP_046813070.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X2 [Vespa mandarinia],Vespa mandarinia,162,383,5%,8e-64,75.22,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035724413.1?report=genbank&log$=prottop&blast_rank=35&RID=326ZAGGU016"",""XP_035724413.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X2 [Vespula vulgaris],Vespula vulgaris,156,384,6%,1e-63,73.45,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050868964.1?report=genbank&log$=prottop&blast_rank=36&RID=326ZAGGU016"",""XP_050868964.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X2 [Vespula pensylvanica],Vespula pensylvanica,155,384,6%,1e-63,72.57,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043663703.1?report=genbank&log$=prottop&blast_rank=37&RID=326ZAGGU016"",""XP_043663703.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Vespula pensylvanica],Vespula pensylvanica,155,385,5%,2e-63,72.57,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043663701.1?report=genbank&log$=prottop&blast_rank=38&RID=326ZAGGU016"",""XP_043663701.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Vespula vulgaris],Vespula vulgaris,156,384,5%,2e-63,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050868963.1?report=genbank&log$=prottop&blast_rank=39&RID=326ZAGGU016"",""XP_050868963.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Trichogramma pretiosum],Trichogramma pretiosum,161,388,6%,5e-63,77.88,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014239032.1?report=genbank&log$=prottop&blast_rank=40&RID=326ZAGGU016"",""XP_014239032.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Osmia bicornis bicornis],Osmia bicornis bicornis,150,380,5%,1e-62,72.57,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029042136.1?report=genbank&log$=prottop&blast_rank=41&RID=326ZAGGU016"",""XP_029042136.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Temnothorax curvispinosus],Temnothorax curvispinosus,163,410,6%,1e-62,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024867812.1?report=genbank&log$=prottop&blast_rank=42&RID=326ZAGGU016"",""XP_024867812.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase delta-like [Megalopta genalis],Megalopta genalis,146,437,6%,1e-62,69.91,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033321426.1?report=genbank&log$=prottop&blast_rank=43&RID=326ZAGGU016"",""XP_033321426.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Orussus abietinus],Orussus abietinus,154,377,6%,2e-62,68.14,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012275220.1?report=genbank&log$=prottop&blast_rank=44&RID=326ZAGGU016"",""XP_012275220.1"")"
hypothetical protein DMN91_006813 [Ooceraea biroi],Ooceraea biroi,164,403,6%,3e-62,76.32,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLU20206.1?report=genbank&log$=prottop&blast_rank=45&RID=326ZAGGU016"",""RLU20206.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Colletes gigas],Colletes gigas,150,378,5%,4e-62,69.91,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043254715.1?report=genbank&log$=prottop&blast_rank=46&RID=326ZAGGU016"",""XP_043254715.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Polistes fuscatus],Polistes fuscatus,154,376,5%,5e-62,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043493669.1?report=genbank&log$=prottop&blast_rank=47&RID=326ZAGGU016"",""XP_043493669.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Ooceraea biroi],Ooceraea biroi,162,402,6%,6e-62,76.11,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZA54711.1?report=genbank&log$=prottop&blast_rank=48&RID=326ZAGGU016"",""EZA54711.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Nomia melanderi],Nomia melanderi,150,382,5%,6e-62,69.91,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031831458.1?report=genbank&log$=prottop&blast_rank=49&RID=326ZAGGU016"",""XP_031831458.1"")"
U1 [Hyposoter didymator ichnovirus],Hyposoter didymator ichnovirus,220,220,2%,7e-62,98.11,113,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AIK25654.1?report=genbank&log$=prottop&blast_rank=50&RID=326ZAGGU016"",""AIK25654.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Dufourea novaeangliae],Dufourea novaeangliae,146,382,5%,1e-61,68.14,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015433343.1?report=genbank&log$=prottop&blast_rank=51&RID=326ZAGGU016"",""XP_015433343.1"")"
hypothetical protein M0804_011254 [Polistes exclamans],Polistes exclamans,155,376,5%,2e-61,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4479115.1?report=genbank&log$=prottop&blast_rank=52&RID=326ZAGGU016"",""KAI4479115.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Polistes canadensis],Polistes canadensis,155,374,5%,4e-61,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014612321.1?report=genbank&log$=prottop&blast_rank=53&RID=326ZAGGU016"",""XP_014612321.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Cataglyphis hispanica],Cataglyphis hispanica,162,399,6%,8e-61,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050461323.1?report=genbank&log$=prottop&blast_rank=54&RID=326ZAGGU016"",""XP_050461323.1"")"
PLCC acyltransferase [Acromyrmex charruanus],Acromyrmex charruanus,164,399,6%,2e-60,76.11,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5330303.1?report=genbank&log$=prottop&blast_rank=55&RID=326ZAGGU016"",""KAG5330303.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Formica exsecta],Formica exsecta,162,396,6%,6e-60,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029672231.1?report=genbank&log$=prottop&blast_rank=56&RID=326ZAGGU016"",""XP_029672231.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,152,368,5%,7e-60,73.45,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063982860.1?report=genbank&log$=prottop&blast_rank=57&RID=326ZAGGU016"",""XP_063982860.1"")"
hypothetical protein M0802_011042 [Mischocyttarus mexicanus],Mischocyttarus mexicanus,154,368,5%,9e-60,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4489507.1?report=genbank&log$=prottop&blast_rank=58&RID=326ZAGGU016"",""KAI4489507.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Atta cephalotes],Atta cephalotes,159,396,6%,9e-60,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012062348.1?report=genbank&log$=prottop&blast_rank=59&RID=326ZAGGU016"",""XP_012062348.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase delta-like isoform X2 [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,152,368,7%,9e-60,73.45,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063982866.1?report=genbank&log$=prottop&blast_rank=60&RID=326ZAGGU016"",""XP_063982866.1"")"
hypothetical protein HN011_011887 [Eciton burchellii],Eciton burchellii,157,394,6%,1e-59,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH0950877.1?report=genbank&log$=prottop&blast_rank=61&RID=326ZAGGU016"",""KAH0950877.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Pogonomyrmex barbatus],Pogonomyrmex barbatus,162,393,6%,1e-59,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011634482.1?report=genbank&log$=prottop&blast_rank=62&RID=326ZAGGU016"",""XP_011634482.1"")"
IST1 homolog [Venturia canescens],Venturia canescens,223,435,5%,1e-59,95.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043278507.1?report=genbank&log$=prottop&blast_rank=63&RID=326ZAGGU016"",""XP_043278507.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Belonocnema kinseyi],Belonocnema kinseyi,154,370,5%,3e-59,69.91,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033211115.1?report=genbank&log$=prottop&blast_rank=64&RID=326ZAGGU016"",""XP_033211115.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Polistes dominula],Polistes dominula,157,365,5%,4e-59,70.94,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015185250.1?report=genbank&log$=prottop&blast_rank=65&RID=326ZAGGU016"",""XP_015185250.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase delta-like isoform X2 [Polistes dominula],Polistes dominula,156,363,5%,5e-59,70.94,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015185251.1?report=genbank&log$=prottop&blast_rank=66&RID=326ZAGGU016"",""XP_015185251.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Hylaeus volcanicus],Hylaeus volcanicus,149,364,5%,9e-59,69.91,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_053986356.1?report=genbank&log$=prottop&blast_rank=67&RID=326ZAGGU016"",""XP_053986356.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Phymastichus coffea],Phymastichus coffea,144,371,6%,9e-59,68.97,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_058799783.1?report=genbank&log$=prottop&blast_rank=68&RID=326ZAGGU016"",""XP_058799783.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Habropoda laboriosa],Habropoda laboriosa,152,359,5%,1e-58,69.91,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017794895.1?report=genbank&log$=prottop&blast_rank=69&RID=326ZAGGU016"",""XP_017794895.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Habropoda laboriosa],Habropoda laboriosa,151,358,5%,1e-58,69.91,302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOC70185.1?report=genbank&log$=prottop&blast_rank=70&RID=326ZAGGU016"",""KOC70185.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Camponotus floridanus],Camponotus floridanus,155,365,5%,1e-58,71.68,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFN64501.1?report=genbank&log$=prottop&blast_rank=71&RID=326ZAGGU016"",""EFN64501.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Hylaeus anthracinus],Hylaeus anthracinus,148,362,5%,2e-58,69.03,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_054011637.1?report=genbank&log$=prottop&blast_rank=72&RID=326ZAGGU016"",""XP_054011637.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Pseudomyrmex gracilis],Pseudomyrmex gracilis,154,383,6%,4e-58,72.57,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_020280628.1?report=genbank&log$=prottop&blast_rank=73&RID=326ZAGGU016"",""XP_020280628.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Trachymyrmex cornetzi],Trachymyrmex cornetzi,163,363,5%,5e-58,75.22,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYN27468.1?report=genbank&log$=prottop&blast_rank=74&RID=326ZAGGU016"",""KYN27468.1"")"
PREDICTED: LOW QUALITY PROTEIN: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Linepithema humile],Linepithema humile,157,387,6%,9e-58,72.57,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012223949.1?report=genbank&log$=prottop&blast_rank=75&RID=326ZAGGU016"",""XP_012223949.1"")"
unnamed protein product [Lasius platythorax],Lasius platythorax,161,385,6%,1e-57,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL1678258.1?report=genbank&log$=prottop&blast_rank=76&RID=326ZAGGU016"",""CAL1678258.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Camponotus floridanus],Camponotus floridanus,155,362,5%,1e-57,71.68,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011261943.1?report=genbank&log$=prottop&blast_rank=77&RID=326ZAGGU016"",""XP_011261943.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X1 [Monomorium pharaonis],Monomorium pharaonis,157,362,6%,1e-57,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012526817.1?report=genbank&log$=prottop&blast_rank=78&RID=326ZAGGU016"",""XP_012526817.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X2 [Monomorium pharaonis],Monomorium pharaonis,157,362,6%,2e-57,74.34,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028048896.1?report=genbank&log$=prottop&blast_rank=79&RID=326ZAGGU016"",""XP_028048896.1"")"
PLCC acyltransferase [Pseudoatta argentina],Pseudoatta argentina,162,384,6%,2e-57,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5318385.1?report=genbank&log$=prottop&blast_rank=80&RID=326ZAGGU016"",""KAG5318385.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Vollenhovia emeryi],Vollenhovia emeryi,162,385,6%,3e-57,75.22,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011875160.1?report=genbank&log$=prottop&blast_rank=81&RID=326ZAGGU016"",""XP_011875160.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Leptopilina heterotoma],Leptopilina heterotoma,149,361,5%,3e-57,72.57,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043470138.1?report=genbank&log$=prottop&blast_rank=82&RID=326ZAGGU016"",""XP_043470138.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Leptopilina boulardi],Leptopilina boulardi,146,363,5%,4e-57,72.57,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_051154697.1?report=genbank&log$=prottop&blast_rank=83&RID=326ZAGGU016"",""XP_051154697.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Trachymyrmex zeteki],Trachymyrmex zeteki,162,382,5%,2e-56,76.11,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYQ47688.1?report=genbank&log$=prottop&blast_rank=84&RID=326ZAGGU016"",""KYQ47688.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase delta [Atta colombica],Atta colombica,157,355,5%,3e-56,72.57,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYM84635.1?report=genbank&log$=prottop&blast_rank=85&RID=326ZAGGU016"",""KYM84635.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Solenopsis invicta],Solenopsis invicta,155,381,6%,5e-56,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011161524.1?report=genbank&log$=prottop&blast_rank=86&RID=326ZAGGU016"",""XP_011161524.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Osmia lignaria],Osmia lignaria,148,352,5%,7e-56,71.68,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034177780.1?report=genbank&log$=prottop&blast_rank=87&RID=326ZAGGU016"",""XP_034177780.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Acromyrmex echinatior],Acromyrmex echinatior,156,253,4%,1e-55,73.45,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGI64828.1?report=genbank&log$=prottop&blast_rank=88&RID=326ZAGGU016"",""EGI64828.1"")"
